TimeStamp,ProcessName,MachineName,UserName,TaskName,EventType,Event,EventDescription,ErrorLine,ScreenshotPath,DataValue1,DataValue2,DataValue3
03-01-2026_11_26_52,Flight Automation - Copy,DESKTOP-3DSBN0A,ASUS,SF001_InitiateFlow,INFO,START OF PROCESS
03-01-2026_11_26_52,Flight Automation - Copy,DESKTOP-3DSBN0A,ASUS,SF002_ReadTechConfig,INFO,SUCCESSFULLY READ CONFIG FILE
03-01-2026_11_26_52,Flight Automation - Copy,DESKTOP-3DSBN0A,ASUS,SF003_KillProcess,INFO,SUCCESSFULLY KILLED THE PROCESSES
03-01-2026_11_26_52,Flight Automation - Copy,DESKTOP-3DSBN0A,ASUS,BSF001_File and Column Validation,INFO,,Variable 'recValid['CVV']' doesn't have a property 'Length'.,129,C:\Users\ASUS\Desktop\Flight Automation - Copy\SCREENSHOTS,If
03-01-2026_11_26_52,Flight Automation - Copy,DESKTOP-3DSBN0A,ASUS,SF004_ArchiveFiles,INFO,SUCCESSFULLY ARCHIVED THE DATA,Can't move file C:\Users\ASUS\Desktop\Flight Automation - Copy\OUTPUT\TravelerInfo.xlsx into C:\Users\ASUS\Desktop\Flight Automation - Copy\Archive\2026\1\3\OUTPUT_03012026_112907,33,C:\Users\ASUS\Desktop\Flight Automation - Copy\SCREENSHOTS,Move file(s)
03-01-2026_11_26_52,Flight Automation - Copy,DESKTOP-3DSBN0A,ASUS,SF006_MainBusinessFlow,INFO,SUCCESSFULLY COMPLETED THE MAIN BUSINESS FLOW
03-01-2026_11_26_52,Flight Automation - Copy,DESKTOP-3DSBN0A,ASUS,SF006_MainBusinessFlow,,INFO,SUCCESSFULLY COMPLETED THE MAIN BUSINESS FLOW,Can't move file C:\Users\ASUS\Desktop\Flight Automation - Copy\OUTPUT\TravelerInfo.xlsx into C:\Users\ASUS\Desktop\Flight Automation - Copy\Archive\2026\1\3\OUTPUT_03012026_112907,33,C:\Users\ASUS\Desktop\Flight Automation - Copy\SCREENSHOTS,Move file(s)
03-01-2026_11_26_52,Flight Automation - Copy,DESKTOP-3DSBN0A,ASUS,SF003_KillProcess,INFO,SUCCESSFULLY KILLED THE PROCESSES
03-01-2026_11_26_52,Flight Automation - Copy,DESKTOP-3DSBN0A,ASUS,SF003_KillProcess,INFO,SUCCESSFULLY KILLED THE PROCESSES,Can't move file C:\Users\ASUS\Desktop\Flight Automation - Copy\OUTPUT\TravelerInfo.xlsx into C:\Users\ASUS\Desktop\Flight Automation - Copy\Archive\2026\1\3\OUTPUT_03012026_112907,33,C:\Users\ASUS\Desktop\Flight Automation - Copy\SCREENSHOTS,Move file(s)
03-01-2026_11_26_52,Flight Automation - Copy,DESKTOP-3DSBN0A,ASUS,SF002_ReadTechConfig,INFO,SUCCESSFULLY READ CONFIG FILE,Can't move file C:\Users\ASUS\Desktop\Flight Automation - Copy\OUTPUT\TravelerInfo.xlsx into C:\Users\ASUS\Desktop\Flight Automation - Copy\Archive\2026\1\3\OUTPUT_03012026_112907,33,C:\Users\ASUS\Desktop\Flight Automation - Copy\SCREENSHOTS,Move file(s)
